statenum,casenum,vnumber,pnumber,city,accday,acchr,accmon,dayofweek,latitude,longitude,age,hispanic,ptype,race,sex,body,make,model,modelyr,feet,weight,prevsus
13,794,1,1,4882,22,3,7,7,34.00398333,-84.33591111,27,7,1,2,1,4,51,46,2005,6,180,2
13,795,1,2,1320,22,15,7,7,33.73799722,-83.99254444,23,0,2,0,1,34,12,481,2004,5,218,0
13,795,2,1,1320,22,15,7,7,33.73799722,-83.99254444,63,7,1,1,1,14,12,401,1987,6,240,0
13,796,1,2,980,23,13,7,1,34.21844722,-84.87140833,82,7,2,1,1,4,13,1,2006,5,110,0
13,796,2,1,980,23,13,7,1,34.21844722,-84.87140833,38,0,1,0,1,34,12,481,2016,5,169,0
13,797,1,1,0,23,15,7,1,32.22759444,-81.57849167,48,7,1,1,1,34,7,482,2013,6,245,0
13,798,1,1,1590,23,16,7,1,34.43416111,-84.16259444,75,7,1,1,1,34,12,471,1992,5,175,0
13,799,1,1,0,23,20,7,1,33.68233889,-84.21531389,28,0,1,0,1,2,37,31,2008,6,240,0
13,799,1,2,0,23,20,7,1,33.68233889,-84.21531389,32,0,2,0,1,2,37,31,2008,6,240,0
13,799,2,1,0,23,20,7,1,33.68233889,-84.21531389,22,0,1,0,1,5,37,31,2017,5,160,0
13,800,1,1,280,23,19,7,1,33.71267222,-84.43948333,24,7,1,2,1,83,76,705,2012,5,147,1
13,801,1,2,0,24,18,7,2,33.86688611,-84.80715833,24,0,2,0,2,5,35,50,2015,5,150,0
13,802,1,1,0,25,15,7,3,34.37819444,-84.46309444,37,0,1,0,1,34,12,471,1990,5,250,2
13,802,2,1,0,25,15,7,3,34.37819444,-84.46309444,29,0,1,0,1,34,20,481,2007,5,240,0
13,802,2,2,0,25,15,7,3,34.37819444,-84.46309444,28,0,2,0,2,34,20,481,2007,5,240,0
13,803,1,1,5580,25,6,7,3,33.86085833,-84.21917222,31,0,1,0,1,4,20,27,2014,5,190,0
13,805,1,1,0,25,12,7,3,32.14899167,-81.34574444,44,0,1,0,1,66,82,881,2010,5,220,0
13,807,1,1,0,25,20,7,3,33.05932222,-84.20198056,28,0,1,0,2,4,49,32,2016,5,127,0
13,807,1,2,0,25,20,7,3,33.05932222,-84.20198056,6,0,2,0,1,4,49,32,2016,5,127,0
13,807,2,1,0,25,20,7,3,33.05932222,-84.20198056,27,7,1,1,1,80,72,706,2017,6,275,0
13,808,2,1,0,26,22,7,4,33.96060833,-83.66690556,40,0,1,0,1,4,59,31,2004,5,165,0
13,808,2,2,0,26,22,7,4,33.96060833,-83.66690556,34,0,2,0,2,4,59,31,2004,5,165,0
13,808,3,1,0,26,22,7,4,33.96060833,-83.66690556,22,0,1,0,2,4,37,31,2017,5,150,0
13,809,1,1,5560,26,8,7,4,34.88951111,-85.50321389,58,7,1,1,2,34,12,471,2006,5,230,0
13,810,1,1,280,26,1,7,4,33.77079722,-84.39990833,24,0,1,0,2,2,37,31,2009,9,999,0
13,810,1,2,280,26,1,7,4,33.77079722,-84.39990833,21,7,2,2,2,2,37,31,2009,9,999,0
13,812,1,1,0,26,18,7,4,33.61515,-83.91752778,24,0,1,0,2,4,37,31,2012,5,93,1
13,812,1,2,0,26,18,7,4,33.61515,-83.91752778,5,0,2,0,1,4,37,31,2012,5,93,1
13,813,1,1,9997,28,8,7,6,34.307375,-83.41214167,35,0,1,0,2,4,55,33,2013,5,115,2
13,813,2,1,9997,28,8,7,6,34.307375,-83.41214167,53,7,1,1,1,80,37,706,2000,5,200,4
13,815,1,1,5730,28,15,7,6,33.71800556,-84.93862778,46,0,1,0,2,4,63,34,2014,5,205,0
13,815,2,1,5730,28,15,7,6,33.71800556,-84.93862778,51,7,1,1,1,15,20,421,1999,6,365,0
13,817,1,2,5310,28,20,7,6,32.60111944,-82.33963889,999,0,2,0,1,4,20,2,2008,5,152,0
13,819,2,1,5790,28,22,7,6,32.61456111,-83.71080556,42,0,1,0,1,4,59,31,2014,5,128,0
13,821,1,1,3390,29,21,7,7,32.92363889,-83.71865556,45,7,1,1,1,4,12,37,2010,6,220,3
13,821,1,2,3390,29,21,7,7,32.92363889,-83.71865556,45,0,2,0,2,4,12,37,2010,6,220,3
13,822,1,1,0,29,21,7,7,33.36735833,-83.91591667,47,0,1,0,1,34,20,481,2004,5,150,0
13,822,1,3,0,29,21,7,7,33.36735833,-83.91591667,21,0,2,0,1,34,20,481,2004,5,150,0
13,822,1,4,0,29,21,7,7,33.36735833,-83.91591667,29,0,2,0,2,34,20,481,2004,5,150,0
13,822,1,5,0,29,21,7,7,33.36735833,-83.91591667,5,0,2,0,1,34,20,481,2004,5,150,0
13,822,1,6,0,29,21,7,7,33.36735833,-83.91591667,3,0,2,0,2,34,20,481,2004,5,150,0
13,822,2,2,0,29,21,7,7,33.36735833,-83.91591667,24,0,2,0,2,80,72,706,2006,5,190,2
13,823,1,1,0,29,4,7,7,33.61826389,-84.39839722,30,7,1,2,1,14,14,402,2006,5,162,0
13,824,2,1,0,29,21,7,7,34.04199722,-84.55183056,32,7,1,1,2,14,2,404,1996,5,145,0
13,825,1,1,0,29,20,7,7,33.39667222,-84.618775,28,0,1,0,1,4,58,37,2008,5,190,0
13,825,2,1,0,29,20,7,7,33.39667222,-84.618775,58,7,1,1,1,14,12,402,2013,6,230,0
13,825,2,2,0,29,20,7,7,33.39667222,-84.618775,57,7,2,1,2,14,12,402,2013,6,230,0
13,826,1,1,0,29,15,7,7,34.19011667,-83.55899722,59,7,1,1,1,80,72,706,2007,5,160,2
13,827,1,2,5360,29,11,7,7,34.51982222,-84.52374722,30,0,2,0,2,20,7,442,2004,6,235,0
13,827,1,3,5360,29,11,7,7,34.51982222,-84.52374722,9,0,2,0,1,20,7,442,2004,6,235,0
13,827,2,1,5360,29,11,7,7,34.51982222,-84.52374722,42,0,1,0,1,34,12,481,2010,6,225,0
13,827,2,2,5360,29,11,7,7,34.51982222,-84.52374722,63,0,2,0,2,34,12,481,2010,6,225,0
13,827,2,3,5360,29,11,7,7,34.51982222,-84.52374722,41,0,2,0,2,34,12,481,2010,6,225,0
13,828,1,2,1190,29,9,7,7,34.64556944,-83.73681944,79,0,2,0,2,21,23,461,1979,6,195,0
13,829,1,1,2290,30,14,7,1,32.0543,-81.21179722,88,7,1,2,2,14,12,401,1998,5,120,0
13,833,1,1,2160,31,1,7,2,34.16686667,-83.95948611,26,7,1,2,2,6,35,51,2013,5,129,5
13,837,1,1,0,15,15,7,7,33.63341667,-84.25863333,67,7,1,2,1,34,23,481,2015,5,180,5
13,837,1,2,0,15,15,7,7,33.63341667,-84.25863333,29,0,2,0,1,34,23,481,2015,5,180,5
13,840,1,1,0,2,14,8,4,33.54976944,-84.36977778,26,0,1,0,2,21,12,461,2005,5,230,0
13,842,1,1,1280,2,19,8,4,32.48163333,-84.98773889,28,0,1,0,1,4,49,40,1995,6,205,4
13,842,3,1,1280,2,19,8,4,32.48163333,-84.98773889,22,0,1,0,2,2,63,38,2015,5,115,0
13,842,4,1,1280,2,19,8,4,32.48163333,-84.98773889,61,0,1,0,1,34,20,481,2007,6,239,0
13,842,5,2,1280,2,19,8,4,32.48163333,-84.98773889,28,0,2,0,1,14,49,402,2017,9,999,0
13,843,1,1,5580,3,18,8,5,33.83765556,-84.22323056,36,7,1,2,1,80,37,706,2003,5,160,0
13,844,1,1,0,3,2,8,5,34.82736667,-85.36930278,18,0,1,0,1,20,41,441,2005,6,139,0
13,845,1,1,0,4,11,8,6,33.58489444,-85.17191111,27,0,1,0,1,4,12,16,1999,5,180,3
13,846,1,1,0,4,2,8,6,33.62381111,-84.42381111,60,7,1,2,1,34,12,481,1999,6,225,0
13,847,1,2,3440,4,22,8,6,33.93560278,-84.55654722,35,0,2,0,2,6,35,49,2005,5,201,0
13,848,1,1,0,4,9,8,6,33.40196944,-84.72064444,80,0,1,0,1,20,7,442,2001,5,210,0
13,849,1,1,0,4,4,8,6,31.49782222,-84.03696667,999,0,1,0,9,99,99,999,9999,9,999,99
13,851,1,1,4340,4,0,8,6,32.49504167,-83.74256667,34,0,1,0,1,16,23,431,2000,5,230,1
13,851,1,2,4340,4,0,8,6,32.49504167,-83.74256667,2,7,2,1,2,16,23,431,2000,5,230,1
13,851,2,1,4340,4,0,8,6,32.49504167,-83.74256667,58,0,1,0,1,66,51,881,2009,5,249,0
13,853,2,1,0,4,9,8,6,32.01174722,-84.21760556,57,0,1,0,2,14,12,401,2014,5,200,0
13,855,1,1,0,5,2,8,7,32.23908333,-83.26361111,20,7,1,1,2,2,37,31,2008,5,150,0
13,856,1,2,0,5,21,8,7,33.40910278,-83.76080833,7,0,2,0,1,14,12,401,2013,5,140,1
13,856,1,3,0,5,21,8,7,33.40910278,-83.76080833,0,0,2,0,1,14,12,401,2013,5,140,1
13,857,1,1,0,5,14,8,7,31.69383889,-84.06160556,17,7,1,1,2,4,49,32,2008,4,125,0
13,857,2,1,0,5,14,8,7,31.69383889,-84.06160556,73,0,1,0,1,4,14,6,2008,6,265,0
13,858,1,1,0,5,14,8,7,31.40626944,-84.11713889,46,0,1,0,1,2,20,9,2014,6,235,0
13,859,1,1,1320,5,21,8,7,33.754975,-84.01594444,14,1,1,1,1,90,37,739,1996,9,999,0
13,859,2,1,1320,5,21,8,7,33.754975,-84.01594444,53,0,1,0,1,34,12,481,1997,5,260,0
13,860,2,1,0,5,7,8,7,34.52338333,-83.24580278,49,0,1,0,1,34,23,481,2003,6,205,0
13,861,1,3,0,5,21,8,7,33.75154722,-82.77489722,998,0,2,0,2,14,35,401,1999,9,999,0
13,862,1,1,0,6,17,8,1,34.22851389,-83.86102222,33,0,1,0,1,34,12,481,2004,6,280,2
13,862,2,1,0,6,17,8,1,34.22851389,-83.86102222,66,7,1,1,2,34,12,481,2013,5,196,0
13,862,2,2,0,6,17,8,1,34.22851389,-83.86102222,55,7,2,1,1,34,12,481,2013,5,196,0
13,862,2,4,0,6,17,8,1,34.22851389,-83.86102222,25,0,2,0,2,34,12,481,2013,5,196,0
13,862,3,2,0,6,17,8,1,34.22851389,-83.86102222,19,0,2,0,2,6,20,24,2009,5,190,2
13,862,4,1,0,6,17,8,1,34.22851389,-83.86102222,51,0,1,0,2,15,23,421,2017,5,999,0
13,862,4,2,0,6,17,8,1,34.22851389,-83.86102222,20,0,2,0,2,15,23,421,2017,5,999,0
13,862,4,3,0,6,17,8,1,34.22851389,-83.86102222,12,0,2,0,1,15,23,421,2017,5,999,0
13,862,4,4,0,6,17,8,1,34.22851389,-83.86102222,16,0,2,0,2,15,23,421,2017,5,999,0
13,863,1,1,0,6,3,8,1,34.201925,-83.49079722,41,7,1,1,1,34,12,471,2002,5,310,0
13,864,2,1,1280,6,19,8,1,32.55596389,-84.97966667,26,0,1,0,1,34,23,481,2007,5,178,2
13,865,1,1,280,8,9,8,3,33.79890833,-84.48828056,33,7,1,2,2,2,37,31,2004,5,175,0
13,865,2,1,280,8,9,8,3,33.79890833,-84.48828056,40,0,1,0,1,34,12,481,2011,6,240,2
13,866,1,1,3100,8,16,8,3,33.92169444,-84.08433889,23,7,1,2,1,14,12,401,2000,5,130,9
13,867,1,1,310,8,14,8,3,33.29026111,-81.95893056,61,7,1,1,1,20,22,441,2004,6,220,0
13,867,2,1,310,8,14,8,3,33.29026111,-81.95893056,24,0,1,0,1,34,7,482,2005,6,225,0
13,867,2,2,310,8,14,8,3,33.29026111,-81.95893056,25,0,2,0,1,34,7,482,2005,6,225,0
13,868,1,1,0,9,5,8,4,33.76515,-84.52143611,46,7,1,48,1,4,49,40,2009,5,158,0
13,868,3,1,0,9,5,8,4,33.76515,-84.52143611,35,0,1,0,1,66,51,881,2004,5,195,1
13,869,1,1,0,9,11,8,4,34.01608889,-83.49305556,79,99,1,99,1,34,12,481,1995,5,185,0
13,869,2,1,0,9,11,8,4,34.01608889,-83.49305556,37,0,1,0,1,66,87,881,2012,5,200,0
13,869,3,1,0,9,11,8,4,34.01608889,-83.49305556,19,0,1,0,2,4,37,31,2010,5,155,0
13,870,1,1,4910,10,13,8,5,32.02383056,-81.22579444,30,7,1,1,1,4,48,38,2005,5,165,0
13,871,1,1,0,10,10,8,5,33.49665278,-82.13132222,52,99,1,99,1,34,12,481,2016,6,375,0
13,872,2,2,830,10,17,8,5,32.64050556,-83.74016111,45,0,2,0,1,34,23,481,2002,5,200,3
13,876,1,1,0,12,6,8,7,34.22075556,-84.10954167,58,99,1,99,1,34,7,482,2012,5,235,0
13,876,1,2,0,12,6,8,7,34.22075556,-84.10954167,15,0,2,0,2,34,7,482,2012,5,235,0
13,876,1,3,0,12,6,8,7,34.22075556,-84.10954167,15,0,2,0,1,34,7,482,2012,5,235,0
13,876,2,1,0,12,6,8,7,34.22075556,-84.10954167,52,0,1,0,1,63,85,881,1987,6,999,4
13,877,1,1,0,12,16,8,7,30.69731111,-83.21038611,19,0,1,0,1,34,12,481,1998,6,130,1
13,877,2,1,0,12,16,8,7,30.69731111,-83.21038611,26,7,1,2,1,15,12,422,2002,9,999,0
13,879,1,1,320,13,12,8,1,33.80795833,-84.65405833,33,0,1,0,1,34,12,481,1986,5,160,0
13,882,1,1,0,13,19,8,1,32.96919722,-83.21641667,35,0,1,0,2,14,2,405,2011,5,115,2
13,885,1,1,0,14,6,8,2,31.00683333,-84.12061389,59,0,1,0,2,14,35,401,2005,5,150,0
13,886,1,2,0,14,19,8,2,32.68582222,-83.08596667,25,7,2,68,2,4,41,51,2008,5,999,0
13,886,1,3,0,14,19,8,2,32.68582222,-83.08596667,23,0,2,0,2,4,41,51,2008,5,999,0
13,887,1,1,4450,15,22,8,3,32.06052222,-81.27057778,31,7,1,1,1,6,49,49,2006,6,172,0
13,888,1,1,0,15,21,8,3,34.107225,-84.59746111,52,7,1,1,2,80,37,706,2006,5,120,0
13,890,1,1,0,16,17,8,4,34.4637,-85.36231111,71,0,1,0,1,4,12,16,1995,5,120,0
13,891,1,1,0,16,16,8,4,33.695075,-84.29554167,23,7,1,2,1,4,54,32,1993,5,130,0
13,893,1,1,280,16,22,8,4,33.7868,-84.391475,61,7,1,2,2,14,20,405,2012,5,150,2
13,894,1,3,0,16,14,8,4,30.8269,-84.178975,1,0,2,0,1,2,20,16,1996,5,173,0
13,895,1,1,2730,23,12,6,6,31.81400278,-81.65056667,71,7,1,1,1,34,12,471,2004,6,225,0
13,896,1,1,1250,29,8,8,3,33.61789167,-84.51167222,60,7,1,2,2,4,49,40,2013,5,140,0
13,896,2,1,1250,29,8,8,3,33.61789167,-84.51167222,28,0,1,0,1,4,35,39,2014,6,160,2
13,897,1,1,0,28,2,8,2,34.04042222,-83.95992222,23,7,1,2,1,34,12,471,2008,5,155,0
13,898,3,1,3800,1,17,7,7,31.11562778,-83.78495556,49,0,1,0,1,34,49,482,2017,6,270,0
13,898,3,2,3800,1,17,7,7,31.11562778,-83.78495556,73,0,2,0,2,34,49,482,2017,6,270,0
13,899,1,1,0,30,18,7,1,33.71629444,-84.2436,21,7,1,2,1,80,53,706,2009,5,152,0
13,899,2,1,0,30,18,7,1,33.71629444,-84.2436,22,0,1,0,1,15,12,422,2004,5,250,0
13,899,3,1,0,30,18,7,1,33.71629444,-84.2436,59,0,1,0,1,21,20,461,2013,5,165,0
13,904,1,1,0,17,1,8,5,33.594625,-84.40774444,30,0,1,0,2,5,20,37,2005,5,289,2
13,904,1,2,0,17,1,8,5,33.594625,-84.40774444,37,0,2,0,1,5,20,37,2005,5,289,2
13,905,1,1,0,17,13,8,5,33.52200556,-82.25074722,33,0,1,0,1,63,12,881,2008,6,243,0
13,905,1,2,0,17,13,8,5,33.52200556,-82.25074722,44,0,2,0,1,63,12,881,2008,6,243,0
13,906,1,1,0,17,13,8,5,34.32291944,-85.17221111,45,0,1,0,2,5,7,25,2007,5,188,0
13,906,1,2,0,17,13,8,5,34.32291944,-85.17221111,60,0,2,0,1,5,7,25,2007,5,188,0
13,907,1,2,280,17,5,8,5,33.64885833,-84.49766111,33,0,2,0,1,34,23,481,2009,6,190,0
13,908,2,1,280,17,12,8,5,33.68475833,-84.3986,22,0,1,0,1,4,19,23,2015,5,210,0
13,909,2,2,3100,17,9,8,5,33.96270833,-84.07995833,9,7,2,1,2,20,7,442,2008,5,170,0
13,909,4,1,3100,17,9,8,5,33.96270833,-84.07995833,60,0,1,0,2,4,35,43,2012,5,160,0
13,912,1,1,2180,18,23,8,6,33.59977778,-84.39079722,35,0,1,0,2,4,49,32,2017,5,145,0
13,912,1,3,2180,18,23,8,6,33.59977778,-84.39079722,8,0,2,0,2,4,49,32,2017,5,145,0
13,912,2,1,2180,18,23,8,6,33.59977778,-84.39079722,22,0,1,0,2,4,59,31,1997,5,157,0
13,912,2,2,2180,18,23,8,6,33.59977778,-84.39079722,20,0,2,0,2,4,59,31,1997,5,157,0
13,913,1,1,1815,18,19,8,6,33.92036111,-84.31474444,26,0,1,0,1,4,54,35,2008,5,200,0
13,913,2,1,1815,18,19,8,6,33.92036111,-84.31474444,64,7,1,1,1,80,53,706,1999,5,175,0
13,914,1,1,0,18,22,8,6,33.50443611,-83.16318056,20,0,1,0,1,3,49,50,2007,6,161,0
13,914,1,2,0,18,22,8,6,33.50443611,-83.16318056,19,7,2,2,2,3,49,50,2007,6,161,0
13,915,1,1,0,18,0,8,6,33.62103056,-83.68753611,52,0,1,0,1,66,51,881,2015,6,375,0
13,919,1,2,0,19,0,8,7,32.83225833,-83.38196389,29,0,2,0,2,90,76,739,9999,6,270,0
13,921,1,1,0,20,20,8,1,33.72569444,-84.66084722,23,6,1,1,1,80,37,706,2008,5,160,0
13,922,2,1,4882,20,15,8,1,33.98232778,-84.34187222,38,0,1,0,1,63,51,881,2006,5,185,0
13,923,1,1,0,20,20,8,1,33.57978889,-83.60536389,49,7,1,1,1,34,12,481,2015,5,195,0
13,924,1,1,3010,21,10,8,2,30.78630833,-81.64674167,26,0,1,0,1,4,55,36,2016,5,150,0
13,924,1,2,3010,21,10,8,2,30.78630833,-81.64674167,27,7,2,2,2,4,55,36,2016,5,150,0
13,926,1,1,0,21,22,8,2,33.42037222,-84.65179722,21,0,1,0,1,2,37,31,1998,6,170,0
13,926,1,2,0,21,22,8,2,33.42037222,-84.65179722,21,7,2,1,2,2,37,31,1998,6,170,0
13,928,1,1,0,22,5,8,3,34.81201389,-85.16281944,19,7,1,1,1,34,12,471,1999,5,120,0
13,930,1,1,0,22,18,8,3,33.50058889,-82.384725,22,0,1,0,2,4,63,38,2017,5,120,0
13,930,1,2,0,22,18,8,3,33.50058889,-82.384725,46,7,2,2,2,4,63,38,2017,5,120,0
13,930,1,3,0,22,18,8,3,33.50058889,-82.384725,3,7,2,2,1,4,63,38,2017,5,120,0
13,932,1,1,9997,22,20,8,3,33.92653056,-85.01960278,47,0,1,0,1,34,12,481,2007,5,170,0
13,933,1,1,9997,22,22,8,3,33.9309,-85.00101111,57,7,1,1,1,4,20,22,2010,5,200,6
13,934,1,1,0,23,13,8,4,34.56602222,-84.52160556,41,0,1,0,2,39,35,499,9999,5,195,0
13,935,1,2,280,24,3,8,5,33.77367222,-84.33086111,26,0,2,0,1,15,45,421,2006,5,145,0
13,937,1,1,0,25,11,8,6,32.66471111,-84.76224722,68,7,1,1,2,14,55,402,2016,5,208,0
13,937,2,1,0,25,11,8,6,32.66471111,-84.76224722,58,0,1,0,1,4,37,31,2015,5,175,0
13,938,1,1,270,26,14,8,7,33.99640278,-83.32184167,71,7,1,1,1,2,42,33,1984,6,175,0
13,939,1,1,0,26,16,8,7,31.45204722,-82.98373333,19,99,1,99,1,4,53,33,2003,5,210,0
13,940,1,1,0,26,4,8,7,33.96981667,-84.22162778,25,0,1,0,1,4,35,39,2000,9,999,2
13,940,2,1,0,26,4,8,7,33.96981667,-84.22162778,31,7,1,1,1,4,63,34,2014,5,150,0
13,941,1,1,2872,26,18,8,7,31.60590556,-83.43273889,44,7,1,1,1,34,23,481,2002,5,184,0
13,942,1,1,0,27,3,8,1,30.93215,-84.20168056,31,7,1,1,1,34,12,481,2008,6,160,0
13,943,1,1,4620,27,0,8,1,32.53634167,-84.17034167,31,99,1,99,1,4,37,32,2005,6,200,0
13,944,1,1,0,27,23,8,1,33.14635,-84.91816944,60,7,1,2,1,4,7,29,2015,5,185,0
13,945,2,1,0,28,6,8,2,31.71310833,-83.19051389,67,0,1,0,1,34,12,471,2002,5,176,0
13,947,2,2,0,28,9,8,2,33.40319722,-84.31263333,70,7,2,68,2,14,49,401,2004,5,150,0
13,948,2,2,310,28,4,8,2,33.24925833,-81.9557,28,0,2,0,1,34,49,482,2001,5,153,0
13,949,1,1,0,29,14,8,3,34.28420833,-83.42653889,34,7,1,1,1,20,12,444,2011,5,190,0
13,950,1,1,0,29,11,8,3,33.38758056,-84.75560833,43,0,1,0,1,20,35,443,2016,5,170,3
13,950,2,1,0,29,11,8,3,33.38758056,-84.75560833,56,0,1,0,1,66,82,881,2009,5,250,0
13,950,3,1,0,29,11,8,3,33.38758056,-84.75560833,32,7,1,1,2,15,12,422,2006,5,190,0
13,955,1,1,0,31,4,8,5,33.71351944,-84.27307778,35,99,1,99,1,4,18,3,1999,5,150,0
13,956,1,1,800,31,21,8,5,34.04833611,-83.93568333,67,0,1,0,1,34,12,481,2016,5,185,0
13,956,1,2,800,31,21,8,5,34.04833611,-83.93568333,998,0,2,0,2,34,12,481,2016,5,185,0
13,958,1,1,6040,1,10,9,6,34.07940278,-84.49699722,58,7,1,1,2,4,49,32,2005,5,160,0
13,959,1,1,0,1,2,9,6,31.54005,-82.77446944,33,99,1,99,1,34,12,481,2011,5,210,1
13,961,1,1,5490,1,23,9,6,31.44325,-83.51852778,42,0,1,0,1,4,21,2,1989,6,265,2
13,961,3,1,5490,1,23,9,6,31.44325,-83.51852778,49,0,1,0,1,4,7,24,2014,6,225,0
13,962,1,2,3390,2,21,9,7,32.84676944,-83.59691944,15,0,2,0,8,4,35,39,2004,5,130,0
13,964,1,1,2670,2,2,9,7,33.40743889,-82.09818889,57,0,1,0,1,34,52,472,2008,5,220,0
13,964,2,1,2670,2,2,9,7,33.40743889,-82.09818889,30,7,1,2,1,80,73,706,2007,5,150,2
13,965,1,1,1320,2,11,9,7,33.76073333,-84.00681111,40,7,1,2,1,4,20,28,2017,6,300,0
13,965,2,1,1320,2,11,9,7,33.76073333,-84.00681111,50,0,1,0,1,15,20,421,2004,5,160,0
13,966,1,2,0,2,5,9,7,32.64856389,-83.4175,6,0,2,0,1,4,37,32,2015,5,190,2
13,967,1,2,0,3,10,9,1,34.90406111,-85.17958611,39,0,2,0,1,4,20,37,1998,6,218,0
13,968,1,1,2180,3,22,9,1,33.62760278,-84.3653,35,1,1,1,1,14,12,401,2003,9,999,0
13,968,1,2,2180,3,22,9,1,33.62760278,-84.3653,31,0,2,0,2,14,12,401,2003,9,999,0
13,968,1,3,2180,3,22,9,1,33.62760278,-84.3653,2,0,2,0,1,14,12,401,2003,9,999,0
13,969,1,1,0,3,20,9,1,33.54854722,-84.27640278,19,0,1,0,1,4,30,46,2013,6,301,0
13,969,1,2,0,3,20,9,1,33.54854722,-84.27640278,17,0,2,0,1,4,30,46,2013,6,301,0
13,969,1,6,0,3,20,9,1,33.54854722,-84.27640278,15,0,2,0,2,4,30,46,2013,6,301,0
13,970,1,1,10,3,9,9,1,31.99286389,-83.30065833,72,7,1,1,1,80,72,706,2010,5,160,0
13,971,1,1,0,4,6,9,2,33.59218611,-84.38583333,24,0,1,0,1,4,37,31,2007,6,185,4
13,971,2,1,0,4,6,9,2,33.59218611,-84.38583333,31,7,1,1,1,81,98,703,2009,9,999,99
13,972,1,1,0,4,20,9,2,34.07529722,-84.52203333,48,0,1,0,1,21,20,461,2003,5,225,0
13,972,1,2,0,4,20,9,2,34.07529722,-84.52203333,16,0,2,0,2,21,20,461,2003,5,225,0
13,974,2,1,280,4,1,9,2,33.70433611,-84.40405833,21,0,1,0,2,4,63,38,2017,5,117,0
13,976,1,1,0,5,16,9,3,33.49521944,-84.08366944,60,7,1,1,1,80,37,706,2002,6,300,0
13,976,2,1,0,5,16,9,3,33.49521944,-84.08366944,53,0,1,0,1,34,20,481,2004,6,290,0
13,977,1,1,0,6,19,9,4,31.42653056,-84.96731111,21,7,1,2,2,4,14,6,2004,5,133,1
13,977,1,2,0,6,19,9,4,31.42653056,-84.96731111,21,7,2,2,1,4,14,6,2004,5,133,1
13,978,1,1,1250,6,6,9,4,33.62052778,-84.47365833,28,0,1,0,2,4,34,34,2014,5,127,0
13,979,2,2,0,6,19,9,4,32.62548611,-84.8068,53,7,2,2,1,14,20,401,1991,6,230,0
13,980,2,1,0,6,4,9,4,31.69363611,-81.391075,70,0,1,0,2,14,49,402,2017,5,230,0
13,981,1,1,0,6,17,9,4,32.48888889,-83.92238889,64,7,1,2,2,14,49,401,2000,5,195,0
13,981,1,2,0,6,17,9,4,32.48888889,-83.92238889,1,0,2,0,1,14,49,401,2000,5,195,0
13,982,1,1,0,7,11,9,5,32.41008056,-83.22911667,56,1,1,1,1,34,20,473,2016,9,999,99
13,983,1,1,0,7,11,9,5,32.95506111,-82.13211389,38,1,1,1,1,14,12,401,1994,9,999,0
13,983,2,1,0,7,11,9,5,32.95506111,-82.13211389,62,0,1,0,1,66,86,881,2016,9,999,99
13,984,1,1,0,7,13,9,5,32.38065833,-82.21222222,27,7,1,1,1,66,82,881,2007,6,310,0
13,984,2,1,0,7,13,9,5,32.38065833,-82.21222222,61,99,1,99,2,34,20,481,1995,5,162,0
13,985,1,1,1060,7,6,9,5,33.88020833,-84.27462778,51,0,1,0,1,14,12,401,2008,6,200,3
13,988,1,1,390,8,7,9,6,34.30722778,-84.40642222,16,7,1,1,2,4,18,22,2013,5,119,0
13,989,2,2,1470,8,0,9,6,33.92444722,-83.82591111,27,7,2,2,1,4,20,37,2009,5,245,0
13,989,2,3,1470,8,0,9,6,33.92444722,-83.82591111,24,0,2,0,1,4,20,37,2009,5,245,0
13,990,1,2,0,8,0,9,6,34.14788889,-83.88870278,16,0,2,0,1,4,34,34,2006,5,135,4
13,991,1,1,0,8,16,9,6,31.53297222,-83.48380556,17,0,1,0,1,90,37,734,2014,5,190,0
13,991,1,2,0,8,16,9,6,31.53297222,-83.48380556,16,7,2,1,2,90,37,734,2014,5,190,0
13,995,1,1,0,9,23,9,7,33.49465556,-84.19752222,18,7,1,2,1,4,58,41,2014,5,141,0
13,996,1,1,0,9,4,9,7,34.57218889,-83.4027,16,0,1,0,1,4,12,23,2010,5,145,0
13,996,2,1,0,9,4,9,7,34.57218889,-83.4027,29,7,1,1,2,4,20,22,2010,5,110,0
13,997,1,1,0,9,18,9,7,34.65726667,-83.78939722,61,7,1,1,1,80,72,706,2002,5,180,0
13,998,1,1,1750,10,0,9,1,33.92631944,-84.27571389,25,0,1,0,2,4,49,32,2015,5,999,0
13,998,1,2,1750,10,0,9,1,33.92631944,-84.27571389,26,0,2,0,2,4,49,32,2015,5,999,0
13,999,1,1,0,10,2,9,1,34.06969722,-83.56840278,25,0,1,0,1,34,23,481,1999,5,165,4
13,1000,1,1,0,10,8,9,1,30.73005278,-83.26918889,25,7,1,1,1,80,37,705,2005,5,150,5
13,1001,1,1,0,10,20,9,1,34.57111667,-83.69668889,26,7,1,1,1,4,37,32,1994,5,200,2
13,1003,1,4,0,12,17,9,3,33.89518056,-84.58337778,1,7,2,2,1,4,35,47,2001,5,153,0
13,1003,2,3,0,12,17,9,3,33.89518056,-84.58337778,10,0,2,0,1,34,12,481,2004,9,999,0
13,1004,1,1,0,12,12,9,3,33.455075,-84.19461667,48,0,1,0,2,4,49,32,2004,5,999,1
13,1005,1,1,0,12,18,9,3,33.43859444,-84.19233056,25,0,1,0,1,34,7,482,1997,5,230,9
