statenum,casenum,vnumber,pnumber,city,accday,acchr,accmon,dayofweek,latitude,longitude,age,hispanic,ptype,race,sex,body,make,model,modelyr,feet,weight,prevsus
13,1273,1,1,553,15,17,11,4,32.09430556,-81.30800833,21,7,1,1,2,14,24,401,2008,5,120,0
13,1274,1,1,280,15,18,11,4,33.76141944,-84.48610556,51,0,1,0,1,21,12,461,1997,5,220,0
13,1277,1,1,280,16,0,11,5,33.74155,-84.41580556,23,0,1,0,1,6,35,49,2005,6,160,0
13,1278,1,3,280,16,18,11,5,33.71065278,-84.59121667,22,0,2,0,1,15,23,422,2017,5,375,0
13,1278,1,4,280,16,18,11,5,33.71065278,-84.59121667,2,0,2,0,1,15,23,422,2017,5,375,0
13,1278,1,5,280,16,18,11,5,33.71065278,-84.59121667,9,0,2,0,1,15,23,422,2017,5,375,0
13,1279,1,1,0,17,19,11,6,31.52851944,-82.81691389,49,0,1,0,1,34,12,481,2008,5,209,1
13,1279,1,3,0,17,19,11,6,31.52851944,-82.81691389,45,0,2,0,2,34,12,481,2008,5,209,1
13,1279,2,1,0,17,19,11,6,31.52851944,-82.81691389,28,7,1,2,1,80,72,706,2006,5,135,0
13,1280,1,1,40,17,13,11,6,31.19160833,-83.36668889,69,99,1,99,1,34,35,481,2008,6,299,0
13,1280,1,2,40,17,13,11,6,31.19160833,-83.36668889,65,7,2,1,2,34,35,481,2008,6,299,0
13,1281,1,1,1320,17,23,11,6,33.58947778,-84.01419167,54,7,1,1,2,4,20,2,2001,5,190,2
13,1282,1,1,1810,17,23,11,6,33.94489722,-84.14498333,22,0,1,0,2,14,2,405,2003,5,135,0
13,1283,1,1,5850,17,15,11,6,31.20871667,-82.37381944,59,0,1,0,2,4,49,40,2008,5,200,0
13,1285,1,1,2630,18,22,11,7,31.86166944,-82.57921389,18,0,1,0,2,1,12,3,2007,5,98,0
13,1286,1,1,1990,19,15,11,1,31.25810833,-83.55543333,54,7,1,1,2,14,20,403,2005,5,255,0
13,1287,2,1,2000,19,12,11,1,34.63829167,-84.52467778,76,0,1,0,1,6,13,14,2013,6,210,0
13,1289,2,1,1450,20,7,11,2,32.300475,-84.7808,29,0,1,0,1,63,86,881,2017,5,150,0
13,1290,1,1,5470,20,14,11,2,33.48195833,-82.43685,44,7,1,2,1,63,84,881,2014,5,196,0
13,1291,1,1,1560,20,9,11,2,31.355,-81.44471667,40,99,1,99,2,4,41,50,2007,5,999,0
13,1291,3,1,1560,20,9,11,2,31.355,-81.44471667,31,0,1,0,2,14,37,402,2006,5,160,0
13,1293,2,1,0,20,9,11,2,31.19416111,-82.29124444,59,7,1,1,1,34,49,472,1995,6,195,0
13,1294,2,1,4910,22,5,11,4,31.98335,-81.17881944,33,7,1,1,1,4,20,2,2008,5,200,0
13,1294,3,1,4910,22,5,11,4,31.98335,-81.17881944,45,0,1,0,1,4,51,43,1998,5,172,0
13,1295,1,2,0,22,8,11,4,33.88475,-84.46002222,25,0,2,0,1,4,35,50,2014,5,150,1
13,1297,1,1,0,22,20,11,4,34.47649444,-84.89375833,18,0,1,0,1,34,35,471,1987,6,230,0
13,1297,1,2,0,22,20,11,4,34.47649444,-84.89375833,16,7,2,1,2,34,35,471,1987,6,230,0
13,1298,1,1,310,22,2,11,4,33.4519,-82.046175,24,7,1,2,1,4,7,24,2016,6,230,0
13,1298,2,1,310,22,2,11,4,33.4519,-82.046175,26,0,1,0,2,66,86,881,2017,5,185,0
13,1299,2,2,2790,23,15,11,5,34.41410556,-83.43412778,49,0,2,0,2,20,23,441,2001,5,165,0
13,1299,2,3,2790,23,15,11,5,34.41410556,-83.43412778,12,0,2,0,1,20,23,441,2001,5,165,0
13,1299,2,4,2790,23,15,11,5,34.41410556,-83.43412778,15,0,2,0,2,20,23,441,2001,5,165,0
13,1300,1,1,0,23,3,11,5,34.18716111,-83.59271389,42,0,1,0,1,6,12,22,2005,6,999,0
13,1300,2,1,0,23,3,11,5,34.18716111,-83.59271389,55,0,1,0,1,66,51,881,2008,5,200,0
13,1301,3,1,0,23,4,11,5,34.19426389,-83.57985,40,0,1,0,1,66,82,881,2016,6,210,0
13,1301,4,1,0,23,4,11,5,34.19426389,-83.57985,39,0,1,0,1,66,51,881,2016,6,270,0
13,1303,1,1,310,23,1,11,5,33.46826944,-82.06705278,23,0,1,0,1,4,19,18,2004,6,200,0
13,1303,1,3,310,23,1,11,5,33.46826944,-82.06705278,22,7,2,2,1,4,19,18,2004,6,200,0
13,1305,2,1,140,24,20,11,6,34.48076667,-83.58728056,44,0,1,0,1,4,39,34,2003,5,175,0
13,1308,1,1,0,26,20,11,1,33.68129167,-84.23001944,37,0,1,0,2,6,18,24,2008,5,230,0
13,1310,1,1,1225,26,14,11,1,34.97626389,-84.93341389,74,7,1,1,2,4,18,20,2000,9,999,0
13,1312,1,1,3390,27,22,11,2,32.71517222,-83.73034722,29,0,1,0,1,4,49,40,2011,5,190,1
13,1312,2,1,3390,27,22,11,2,32.71517222,-83.73034722,40,0,1,0,1,66,82,881,2005,9,999,0
13,1312,3,1,3390,27,22,11,2,32.71517222,-83.73034722,16,0,1,0,2,4,30,40,2012,5,121,0
13,1312,5,1,3390,27,22,11,2,32.71517222,-83.73034722,45,0,1,0,1,66,87,884,2015,9,999,0
13,1313,1,1,1770,27,15,11,2,33.7001,-84.71595833,50,7,1,2,2,4,12,17,1998,5,150,0
13,1313,3,1,1770,27,15,11,2,33.7001,-84.71595833,59,0,1,0,1,50,84,981,2007,5,210,0
13,1314,1,1,0,27,12,11,2,34.25390278,-84.10626667,41,0,1,0,1,63,82,881,2008,6,190,0
13,1314,1,2,0,27,12,11,2,34.25390278,-84.10626667,22,0,2,0,1,63,82,881,2008,6,190,0
13,1314,2,1,0,27,12,11,2,34.25390278,-84.10626667,61,0,1,0,1,20,37,441,2000,5,210,0
13,1315,1,4,760,27,21,11,2,31.14671111,-81.56913889,15,0,2,0,2,34,7,482,2006,9,999,0
13,1315,3,2,760,27,21,11,2,31.14671111,-81.56913889,27,0,2,0,1,66,82,881,2017,6,999,0
13,1316,1,1,1170,27,15,11,2,34.8801,-83.42497778,40,0,1,0,2,14,12,401,2003,5,999,4
13,1316,2,2,1170,27,15,11,2,34.8801,-83.42497778,70,0,2,0,1,14,2,404,2000,5,170,0
13,1317,1,1,310,27,15,11,2,33.29014167,-81.95902222,18,0,1,0,1,4,49,40,2002,5,190,0
13,1317,2,1,310,27,15,11,2,33.29014167,-81.95902222,56,99,1,99,1,2,12,13,2002,5,180,0
13,1318,1,1,0,28,18,11,3,32.53046389,-83.90488611,59,0,1,0,2,34,7,472,2003,5,205,0
13,1319,2,1,4800,29,8,11,4,34.285275,-83.12840278,35,0,1,0,1,34,12,481,1995,6,160,0
13,1319,3,1,4800,29,8,11,4,34.285275,-83.12840278,54,0,1,0,2,2,12,3,2012,5,170,0
13,1320,1,1,0,29,14,11,4,31.09530833,-84.09521111,39,7,1,1,1,34,49,472,2002,6,225,0
13,1321,2,1,1225,29,23,11,4,34.95854167,-84.93834722,62,0,1,0,1,66,82,881,2007,6,215,0
13,1322,2,1,0,30,18,11,5,32.32847222,-81.93216944,39,0,1,0,1,66,82,881,2013,6,165,0
13,1323,1,1,0,30,8,11,5,33.81205,-84.55511111,38,0,1,0,1,4,12,37,2016,5,210,0
13,1324,1,1,0,30,18,11,5,33.94856667,-84.49026111,41,0,1,0,2,20,37,441,2007,5,122,0
13,1326,1,1,2920,30,19,11,5,34.15420833,-83.64408056,22,7,1,1,1,34,12,471,2001,9,999,0
13,1328,1,1,0,1,9,12,6,33.14961944,-81.89357778,68,7,1,1,2,34,7,472,1996,5,194,0
13,1328,2,1,0,1,9,12,6,33.14961944,-81.89357778,27,0,1,0,1,21,12,461,2013,6,265,5
13,1329,1,1,0,1,0,12,6,33.88208333,-84.24963889,23,7,1,2,1,3,49,50,2007,6,135,0
13,1331,1,1,3390,2,7,12,7,32.71635556,-83.72968333,50,0,1,0,1,34,20,481,2008,5,195,0
13,1331,1,2,3390,2,7,12,7,32.71635556,-83.72968333,52,0,2,0,2,34,20,481,2008,5,195,0
13,1331,1,3,3390,2,7,12,7,32.71635556,-83.72968333,18,0,2,0,1,34,20,481,2008,5,195,0
13,1331,1,4,3390,2,7,12,7,32.71635556,-83.72968333,24,0,2,0,2,34,20,481,2008,5,195,0
13,1331,4,1,3390,2,7,12,7,32.71635556,-83.72968333,49,0,1,0,1,4,37,32,2012,5,185,0
13,1331,5,2,3390,2,7,12,7,32.71635556,-83.72968333,61,7,2,1,2,14,37,402,2006,5,190,0
13,1331,6,1,3390,2,7,12,7,32.71635556,-83.72968333,27,0,1,0,2,15,12,422,2017,5,175,0
13,1331,6,3,3390,2,7,12,7,32.71635556,-83.72968333,59,0,2,0,2,15,12,422,2017,5,175,0
13,1332,1,1,0,2,21,12,7,33.82869167,-84.2497,18,0,1,0,2,4,49,32,2005,5,175,0
13,1332,1,3,0,2,21,12,7,33.82869167,-84.2497,18,0,2,0,1,4,49,32,2005,5,175,0
13,1333,2,1,0,2,5,12,7,33.26566944,-83.00867778,31,7,1,2,1,34,41,471,2000,6,250,0
13,1334,1,2,0,2,4,12,7,33.76896667,-85.34013889,25,7,2,1,1,34,23,481,2006,6,140,0
13,1338,1,1,0,3,15,12,1,34.56317778,-83.92951944,69,7,1,1,1,80,50,705,2014,5,190,0
13,1339,1,1,1320,3,1,12,1,33.66483333,-84.0293,61,0,1,0,2,34,20,481,1988,5,145,3
13,1340,1,1,5090,3,18,12,1,33.63421389,-83.70855833,55,7,1,1,1,14,24,401,2004,6,175,3
13,1341,1,1,280,4,17,12,2,33.72696111,-84.32422778,68,7,1,2,1,4,37,32,2005,5,175,0
13,1341,1,2,280,4,17,12,2,33.72696111,-84.32422778,8,0,2,0,2,4,37,32,2005,5,175,0
13,1341,1,3,280,4,17,12,2,33.72696111,-84.32422778,6,0,2,0,1,4,37,32,2005,5,175,0
13,1341,1,4,280,4,17,12,2,33.72696111,-84.32422778,4,0,2,0,1,4,37,32,2005,5,175,0
13,1341,2,1,280,4,17,12,2,33.72696111,-84.32422778,45,0,1,0,1,15,59,421,2006,6,195,1
13,1342,1,1,1250,4,16,12,2,33.63498056,-84.482675,19,0,1,0,1,4,12,17,2003,5,130,0
13,1343,1,2,0,5,18,12,3,33.05610833,-83.36733889,86,7,2,2,1,34,12,471,1990,5,118,0
13,1344,1,3,0,5,6,12,3,31.84149167,-81.69398056,10,0,2,0,2,50,90,981,2017,5,250,0
13,1344,1,4,0,5,6,12,3,31.84149167,-81.69398056,6,0,2,0,2,50,90,981,2017,5,250,0
13,1344,1,8,0,5,6,12,3,31.84149167,-81.69398056,5,0,2,0,2,50,90,981,2017,5,250,0
13,1344,1,11,0,5,6,12,3,31.84149167,-81.69398056,8,0,2,0,1,50,90,981,2017,5,250,0
13,1344,1,12,0,5,6,12,3,31.84149167,-81.69398056,11,0,2,0,2,50,90,981,2017,5,250,0
13,1344,1,15,0,5,6,12,3,31.84149167,-81.69398056,7,0,2,0,1,50,90,981,2017,5,250,0
13,1344,1,17,0,5,6,12,3,31.84149167,-81.69398056,8,0,2,0,1,50,90,981,2017,5,250,0
13,1344,1,18,0,5,6,12,3,31.84149167,-81.69398056,6,0,2,0,1,50,90,981,2017,5,250,0
13,1344,1,20,0,5,6,12,3,31.84149167,-81.69398056,6,0,2,0,2,50,90,981,2017,5,250,0
13,1344,1,21,0,5,6,12,3,31.84149167,-81.69398056,9,0,2,0,1,50,90,981,2017,5,250,0
13,1344,1,24,0,5,6,12,3,31.84149167,-81.69398056,10,0,2,0,2,50,90,981,2017,5,250,0
13,1345,2,1,9997,6,7,12,4,33.87179444,-84.33231111,52,7,1,2,2,4,35,47,2008,5,168,1
13,1346,1,1,0,6,18,12,4,33.79881944,-84.22065833,28,0,1,0,1,4,7,24,2011,5,165,0
13,1350,1,1,1300,6,9,12,4,34.23517778,-83.5064,62,0,1,0,2,14,20,404,2016,5,240,0
13,1350,2,2,1300,6,9,12,4,34.23517778,-83.5064,61,7,2,1,1,34,12,481,2017,6,275,0
13,1351,1,1,0,6,0,12,4,33.02659722,-84.32505556,48,7,1,2,1,4,55,35,2010,9,999,0
13,1352,1,1,0,7,12,12,5,31.13176111,-84.37168333,80,7,1,1,1,14,49,401,1998,5,138,0
13,1353,1,1,1080,7,7,12,5,34.82639444,-84.78245833,26,7,1,1,1,4,55,35,2005,5,243,0
13,1353,2,1,1080,7,7,12,5,34.82639444,-84.78245833,53,0,1,0,1,15,20,421,2008,5,205,0
13,1353,2,4,1080,7,7,12,5,34.82639444,-84.78245833,15,0,2,0,2,15,20,421,2008,5,205,0
13,1354,1,1,0,7,8,12,5,32.39402778,-82.61885,48,7,1,1,2,14,23,402,2012,5,130,1
13,1357,2,1,0,8,8,12,6,33.05149444,-83.25481667,54,7,1,2,2,4,55,35,2011,5,125,0
13,1359,1,1,0,8,12,12,6,33.48386111,-84.65286667,64,7,1,2,1,34,12,481,1997,5,179,0
13,1360,1,2,0,8,14,12,6,34.3692,-82.98526944,63,99,2,99,2,14,20,403,2008,5,190,0
13,1360,2,1,0,8,14,12,6,34.3692,-82.98526944,30,0,1,0,1,14,34,401,2001,5,150,1
13,1360,2,2,0,8,14,12,6,34.3692,-82.98526944,22,0,2,0,2,14,34,401,2001,5,150,1
13,1360,2,3,0,8,14,12,6,34.3692,-82.98526944,0,0,2,0,1,14,34,401,2001,5,150,1
13,1362,1,1,0,8,14,12,6,31.98858889,-84.29516944,23,0,1,0,1,34,12,481,2012,5,165,0
13,1362,3,1,0,8,14,12,6,31.98858889,-84.29516944,44,0,1,0,1,6,52,47,2004,5,145,2
13,1363,3,1,0,8,14,12,6,32.05261944,-84.1871,50,0,1,0,2,34,20,481,2005,5,160,0
13,1363,3,2,0,8,14,12,6,32.05261944,-84.1871,44,0,2,0,1,34,20,481,2005,5,160,0
13,1364,1,1,0,9,1,12,7,30.99361111,-84.55281944,25,7,1,2,1,4,35,47,2010,5,240,1
13,1366,2,1,3390,10,15,12,1,32.90195833,-83.68749167,56,0,1,0,2,4,35,50,2009,5,145,0
13,1366,2,2,3390,10,15,12,1,32.90195833,-83.68749167,66,7,2,1,1,4,35,50,2009,5,145,0
13,1366,2,3,3390,10,15,12,1,32.90195833,-83.68749167,14,0,2,0,1,4,35,50,2009,5,145,0
13,1368,1,1,0,10,19,12,1,33.55088889,-84.447675,42,0,1,0,1,6,58,39,2008,5,190,3
13,1369,1,1,0,11,18,12,2,31.29630556,-83.34975833,66,0,1,0,1,63,7,881,2015,9,999,0
13,1369,2,1,0,11,18,12,2,31.29630556,-83.34975833,31,7,1,2,2,4,63,38,2014,6,220,0
13,1370,1,3,3390,11,8,12,2,32.78824444,-83.66864444,9,0,2,0,1,34,12,481,1998,5,165,0
13,1370,1,4,3390,11,8,12,2,32.78824444,-83.66864444,10,0,2,0,2,34,12,481,1998,5,165,0
13,1370,1,5,3390,11,8,12,2,32.78824444,-83.66864444,2,0,2,0,1,34,12,481,1998,5,165,0
13,1371,1,1,4690,11,15,12,2,33.52808056,-84.39478333,54,7,1,2,2,4,49,40,2011,5,295,0
13,1375,1,1,5730,12,0,12,3,33.744175,-84.92782778,23,7,1,1,1,34,20,481,2002,5,200,0
13,1375,1,2,5730,12,0,12,3,33.744175,-84.92782778,30,7,2,1,1,34,20,481,2002,5,200,0
13,1375,1,3,5730,12,0,12,3,33.744175,-84.92782778,28,0,2,0,1,34,20,481,2002,5,200,0
13,1375,1,4,5730,12,0,12,3,33.744175,-84.92782778,25,0,2,0,1,34,20,481,2002,5,200,0
13,1376,1,1,0,12,14,12,3,32.15705,-81.33178611,81,7,1,1,2,14,55,402,2005,5,190,0
13,1377,1,1,0,12,8,12,3,30.80323889,-83.81656389,55,0,1,0,1,4,12,16,2009,6,225,0
13,1379,1,1,2060,13,4,12,4,33.54620833,-84.57728611,38,7,1,2,1,15,20,421,2002,5,222,1
13,1379,2,1,2060,13,4,12,4,33.54620833,-84.57728611,32,0,1,0,1,34,23,481,1991,6,210,2
13,1380,1,1,280,13,23,12,4,33.6613,-84.35571667,19,7,1,2,1,14,12,401,1994,6,160,0
13,1381,1,1,0,13,20,12,4,30.74777778,-83.38194444,31,0,1,0,2,4,20,37,2011,5,120,0
13,1382,1,1,0,15,15,12,6,33.6892,-84.94262778,67,7,1,1,1,34,12,481,2003,6,250,0
13,1383,1,1,0,15,16,12,6,30.8665,-84.55675,56,7,1,1,1,34,12,481,2003,6,150,0
13,1384,1,1,0,15,8,12,6,34.13766111,-84.24805833,43,0,1,0,2,14,12,402,2017,5,155,2
13,1385,1,1,5080,15,11,12,6,33.868425,-84.03206667,85,7,1,1,2,4,59,32,2005,5,132,0
13,1385,2,1,5080,15,11,12,6,33.868425,-84.03206667,72,0,1,0,1,63,86,884,2012,6,198,0
13,1388,2,1,0,20,8,11,2,34.23281111,-84.26845833,60,0,1,0,1,60,82,881,2002,5,188,0
13,1389,1,1,0,8,99,12,6,34.20961389,-83.543075,998,0,1,0,1,15,12,422,2005,9,999,99
13,1389,3,1,0,8,99,12,6,34.20961389,-83.543075,998,0,1,0,8,99,99,999,9999,9,999,99
13,1389,5,1,0,8,99,12,6,34.20961389,-83.543075,998,0,1,0,8,99,99,999,9999,9,999,99
13,1390,2,2,4340,15,10,12,6,32.45454722,-83.69703333,71,7,2,2,2,4,24,1,1994,5,200,0
13,1391,2,2,4910,16,17,12,7,31.9983,-81.12221667,29,0,2,0,1,4,7,26,2013,5,150,3
13,1393,1,1,1190,16,6,12,7,34.57865833,-83.67627222,30,1,1,1,1,3,49,50,2005,5,190,0
13,1393,3,1,1190,16,6,12,7,34.57865833,-83.67627222,37,0,1,0,1,14,12,402,2008,6,250,0
13,1395,1,1,3730,17,16,12,1,33.300175,-83.68184722,39,7,1,2,1,4,20,39,2009,6,175,0
13,1395,2,1,3730,17,16,12,1,33.300175,-83.68184722,40,0,1,0,1,6,6,54,2005,5,154,3
13,1398,2,1,280,18,16,12,2,33.76452222,-84.49278333,57,7,1,2,1,4,18,2,1991,5,160,0
13,1398,3,1,280,18,16,12,2,33.76452222,-84.49278333,28,0,1,0,1,66,85,881,2016,5,130,1
13,1399,1,1,9997,18,20,12,2,34.39143333,-84.28090833,28,0,1,0,1,4,20,2,2009,6,176,0
13,1399,1,2,9997,18,20,12,2,34.39143333,-84.28090833,25,7,2,1,1,4,20,2,2009,6,176,0
13,1400,2,1,270,19,17,12,3,33.98933333,-83.35129167,45,0,1,0,2,4,35,47,2013,5,135,0
13,1403,1,2,280,20,19,12,4,33.65184444,-84.394225,17,0,2,0,2,4,20,2,2002,4,158,0
13,1404,1,1,0,20,9,12,4,34.4956,-83.75589444,27,7,1,1,2,4,63,34,2013,5,115,4
13,1404,2,1,0,20,9,12,4,34.4956,-83.75589444,39,0,1,0,2,20,37,441,2000,5,120,0
13,1406,2,2,0,20,15,12,4,31.87965278,-81.89703333,3,7,2,2,1,14,2,404,1995,6,180,0
13,1407,2,1,3800,21,20,12,5,31.051225,-83.70375556,60,7,1,1,1,84,98,701,2014,9,999,0
13,1408,1,1,0,21,20,12,5,33.48952778,-82.13564444,22,1,1,1,1,80,73,703,2009,6,200,0
13,1408,2,1,0,21,20,12,5,33.48952778,-82.13564444,68,0,1,0,2,6,12,24,2009,5,190,0
13,1410,1,1,0,21,12,12,5,32.36051389,-84.09601389,65,1,1,1,1,40,49,472,2001,5,170,0
13,1411,1,2,310,21,18,12,5,33.36373333,-82.03930833,16,0,2,0,2,34,20,481,2000,5,131,1
13,1412,1,2,2510,21,5,12,5,33.19634444,-84.28338333,86,99,2,99,2,40,7,482,2015,6,200,0
13,1413,1,1,3100,23,2,12,7,33.98729167,-83.93819444,47,0,1,0,1,34,49,472,2017,5,150,5
13,1413,2,1,3100,23,2,12,7,33.98729167,-83.93819444,52,7,1,1,2,4,20,37,2013,5,150,0
13,1414,1,1,310,23,19,12,7,33.37625,-82.06918333,31,0,1,0,1,34,12,481,2016,5,180,0
13,1415,1,1,2670,23,0,12,7,33.40975556,-82.09138889,58,0,1,0,1,14,53,405,2006,5,203,0
13,1416,1,1,5774,23,0,12,7,31.27446944,-82.39001111,36,7,1,1,1,34,20,481,2004,5,175,0
13,1417,1,1,0,24,21,12,1,31.229275,-83.87111667,56,7,1,1,1,34,12,481,1941,5,150,0
13,1418,1,1,4760,24,13,12,1,34.37891944,-85.12060556,60,7,1,1,1,14,12,402,2012,5,200,0
13,1419,1,1,0,24,13,12,1,32.92382222,-83.59125833,72,7,1,1,1,4,20,2,2008,6,185,0
13,1419,2,1,0,24,13,12,1,32.92382222,-83.59125833,37,0,1,0,1,34,7,482,2015,5,225,0
13,1419,2,2,0,24,13,12,1,32.92382222,-83.59125833,36,0,2,0,2,34,7,482,2015,5,225,0
13,1419,2,3,0,24,13,12,1,32.92382222,-83.59125833,12,0,2,0,2,34,7,482,2015,5,225,0
13,1419,2,4,0,24,13,12,1,32.92382222,-83.59125833,14,0,2,0,1,34,7,482,2015,5,225,0
13,1419,2,5,0,24,13,12,1,32.92382222,-83.59125833,6,0,2,0,1,34,7,482,2015,5,225,0
13,1420,1,1,1500,24,14,12,1,33.84506944,-84.86051667,32,7,1,1,2,4,20,37,1998,4,160,0
13,1420,1,2,1500,24,14,12,1,33.84506944,-84.86051667,57,7,2,1,2,4,20,37,1998,4,160,0
13,1420,1,4,1500,24,14,12,1,33.84506944,-84.86051667,5,0,2,0,1,4,20,37,1998,4,160,0
13,1420,2,1,1500,24,14,12,1,33.84506944,-84.86051667,24,0,1,0,1,34,12,481,2004,5,130,0
13,1420,2,2,1500,24,14,12,1,33.84506944,-84.86051667,20,0,2,0,2,34,12,481,2004,5,130,0
13,1421,1,1,2740,24,18,12,1,33.89330833,-84.75990278,76,0,1,0,2,14,55,401,2017,5,175,0
13,1423,1,1,280,25,13,12,2,33.72595278,-84.39341111,73,7,1,2,2,4,49,32,1998,5,199,0
13,1425,1,1,0,26,15,12,3,34.95990556,-84.3689,83,0,1,0,1,6,6,54,2007,5,150,0
13,1425,1,2,0,26,15,12,3,34.95990556,-84.3689,82,0,2,0,2,6,6,54,2007,5,150,0
13,1425,2,1,0,26,15,12,3,34.95990556,-84.3689,60,7,1,1,1,34,12,471,2001,5,230,0
13,1425,2,2,0,26,15,12,3,34.95990556,-84.3689,34,0,2,0,1,34,12,471,2001,5,230,0
13,1425,3,1,0,26,15,12,3,34.95990556,-84.3689,28,0,1,0,1,1,30,47,2004,5,225,0
13,1426,2,1,1810,26,6,12,3,34.00220833,-84.08073056,49,0,1,0,2,4,7,41,2004,5,154,0
13,1426,3,1,1810,26,6,12,3,34.00220833,-84.08073056,18,0,1,0,1,4,35,43,2014,6,200,0
13,1428,1,1,5390,26,7,12,3,34.20421944,-83.71885,46,99,1,99,2,6,52,47,2011,5,180,0
13,1429,1,3,3710,26,16,12,3,33.79258889,-83.71026111,26,0,2,0,2,15,20,422,2006,5,182,0
13,1429,1,4,3710,26,16,12,3,33.79258889,-83.71026111,11,0,2,0,1,15,20,422,2006,5,182,0
13,1429,2,1,3710,26,16,12,3,33.79258889,-83.71026111,55,0,1,0,2,20,37,441,2005,5,182,0
13,1429,2,2,3710,26,16,12,3,33.79258889,-83.71026111,61,0,2,0,2,20,37,441,2005,5,182,0
13,1431,1,1,1810,27,10,12,4,33.98713056,-84.1707,45,7,1,2,1,34,7,482,2002,6,228,0
13,1432,1,1,0,27,15,12,4,34.196975,-83.81308056,38,7,1,1,1,34,12,471,1999,5,160,0
13,1433,1,2,5790,27,14,12,4,32.58153056,-83.70046667,90,7,2,1,2,34,20,473,2008,5,150,0
13,1433,2,4,5790,27,14,12,4,32.58153056,-83.70046667,39,0,2,0,2,21,12,461,1997,5,250,0
13,1434,1,1,0,27,14,12,4,32.48205,-83.93173333,15,0,1,0,2,4,49,32,2009,5,137,0
13,1434,1,2,0,27,14,12,4,32.48205,-83.93173333,16,0,2,0,2,4,49,32,2009,5,137,0
13,1434,1,3,0,27,14,12,4,32.48205,-83.93173333,48,7,2,2,2,4,49,32,2009,5,137,0
13,1436,1,1,0,28,22,12,5,31.195525,-82.21625278,25,99,1,99,1,4,41,35,1998,5,185,0
13,1436,2,2,0,28,22,12,5,31.195525,-82.21625278,41,0,2,0,1,34,23,481,2015,6,195,0
13,1437,1,1,0,29,22,12,6,33.74160556,-84.23418611,53,7,1,2,1,4,12,16,2005,6,195,0
13,1438,1,1,280,29,1,12,6,33.85120833,-84.42331944,30,7,1,1,1,15,20,421,2005,6,190,3
13,1439,1,1,3590,29,18,12,6,31.84286111,-81.41120556,69,0,1,0,1,34,12,481,2010,5,999,0
13,1439,2,1,3590,29,18,12,6,31.84286111,-81.41120556,72,7,1,1,1,5,49,46,2006,6,199,0
13,1439,3,3,3590,29,18,12,6,31.84286111,-81.41120556,15,0,2,0,2,4,12,23,2014,5,138,0
13,1440,1,1,0,29,11,12,6,32.02787778,-82.48981389,91,7,1,1,1,34,12,471,2003,5,167,0
13,1440,1,2,0,29,11,12,6,32.02787778,-82.48981389,89,7,2,1,2,34,12,471,2003,5,167,0
13,1441,1,1,0,29,11,12,6,34.77861389,-84.85094722,32,7,1,1,1,4,35,42,1989,5,175,0
13,1442,1,1,0,30,22,12,7,33.78946667,-84.25154167,998,0,1,0,8,99,99,999,9999,9,999,99
13,1442,2,1,0,30,22,12,7,33.78946667,-84.25154167,27,7,1,2,1,80,37,703,2005,6,180,0
13,1443,1,2,2285,30,18,12,7,34.249025,-83.71709722,39,0,2,0,1,90,99,733,9999,6,200,0
13,1443,2,1,2285,30,18,12,7,34.249025,-83.71709722,21,7,1,1,2,4,35,43,1993,5,148,0
13,1443,2,2,2285,30,18,12,7,34.249025,-83.71709722,20,0,2,0,1,4,35,43,1993,5,148,0
13,1443,3,1,2285,30,18,12,7,34.249025,-83.71709722,18,0,1,0,2,4,35,47,2013,5,100,0
13,1444,3,1,3440,31,6,12,1,33.97269444,-84.53033333,38,0,1,0,2,4,49,32,2007,5,160,0
13,1445,1,1,5240,31,14,12,1,34.56158056,-85.04266111,19,99,1,99,1,34,49,471,1979,5,210,1
13,1445,1,2,5240,31,14,12,1,34.56158056,-85.04266111,21,0,2,0,1,34,49,471,1979,5,210,1
13,149,2,2,1280,10,1,2,6,32.48802222,-84.985725,22,0,2,0,2,4,12,16,2004,5,125,0
13,150,1,1,0,10,14,2,6,34.83318333,-84.88114444,24,7,1,1,1,4,37,31,2009,6,190,1
13,151,1,1,5170,11,8,2,7,32.41516667,-81.76860833,69,99,1,99,1,34,49,482,2007,5,270,0
13,152,1,1,0,11,14,2,7,31.87019167,-83.92196111,63,99,1,99,1,1,65,31,2008,6,240,3
13,153,1,1,310,11,18,2,7,33.45709167,-82.0433,83,0,1,0,2,4,12,23,2012,5,155,0
13,155,1,1,3390,12,14,2,1,32.85938333,-83.61506944,44,0,1,0,2,15,12,422,2004,5,154,0
13,155,1,2,3390,12,14,2,1,32.85938333,-83.61506944,10,0,2,0,2,15,12,422,2004,5,154,0
13,155,1,4,3390,12,14,2,1,32.85938333,-83.61506944,14,0,2,0,2,15,12,422,2004,5,154,0
13,155,2,2,3390,12,14,2,1,32.85938333,-83.61506944,33,0,2,0,1,4,55,33,2008,5,230,0
13,156,2,1,0,12,18,2,1,31.95383611,-81.08878611,24,0,1,0,2,14,35,402,2001,5,110,0
13,157,1,1,0,12,0,2,1,33.38575278,-84.84189444,25,7,1,2,1,4,55,39,2007,5,158,0
13,157,1,2,0,12,0,2,1,33.38575278,-84.84189444,19,0,2,0,1,4,55,39,2007,5,158,0
13,157,1,4,0,12,0,2,1,33.38575278,-84.84189444,19,7,2,2,1,4,55,39,2007,5,158,0
